campus,category,class_modality_categories,class_participation_contrib_prcnt,classroom,course_title,credits,eligible_year,exam_contrib_prcnt,instructor,level,main_language,others_contrib_prcnt,papers_contrib_prcnt,school,term_day_period,types_of_lesson,url,year
Waseda,Required Asian Econ LL.M. Courses,[On-campus],50,8-606,Legal Research and Writing,2,1,,"NAKAMURA, Tamio,RADEMACHER, Christoph,RODRIGUEZ SAMUDIO, Ruben",Level of Master,English,,50,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Thesis,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3371000301012025337100030133&pLng=en,2025
Waseda,Asian Econ LL.M. Elective Courses,[On-campus],70,8-104,International Law of the Sea,2,1,0,"KAWANO, Mariko",Level of Master,English,0,30,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3371001201012025337100120133&pLng=en,2025
Waseda,Asian Econ LL.M. Elective Courses,[On-campus],40,8-605,International Human Rights Law,2,1,,"FURUYA, Shuichi",Level of Master,English,,60,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3371001101012025337100110133&pLng=en,2025
Waseda,Required Asian Econ LL.M. Elective Courses,[On-campus],50,,"Comparative Law of Regional Integration: EU, ASEAN and APEC",2,1,,"NAKAMURA, Tamio",Level of Master,English,,50,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3371000201012025337100020133&pLng=en,2025
Waseda,Required Asian Econ LL.M. Courses,[On-campus],,,Seminar on Thesis Methodology (Fall),2,1,,"KURONUMA, Etsuro,NAKAMURA, Tamio,NAKAMURA, Nobuo,FURUYA, Shuichi,RADEMACHER, Christoph,RODRIGUEZ SAMUDIO, Ruben",Level of Master,English,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3371000010012025337100001033&pLng=en,2025
Waseda,IP LL.M. Elective Courses,[On-campus] Hybrid (over 50% of classes on-campus),60,8-606,Introduction to IP Law,2,1,40,"CARAPETO, Roberto",Level of Master,English,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001901012025336100190133&pLng=en,2025
Waseda,IP LL.M. Elective Courses,[On-campus],50,,Patent Law in Japan,2,1,,"SUZUKI, Masabumi",Level of Master,English,,50,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001601012025336100160133&pLng=en,2025
Waseda,Required Asian Econ LL.M. Courses,[On-campus],,,Seminar on Thesis Methodology (Spring),2,1,,,Level of Master,English,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3371000010022025337100001033&pLng=en,2025
Waseda,IP LL.M. Elective Courses,[On-campus],100,,Utilization of Patent Application Practices and Rights,2,1,,"KATO, Shimako",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001501012025336100150133&pLng=en,2025
Waseda,Required Asian Econ LL.M. Elective Courses,[On-campus],50,8-606,Legal Regulation of Global and Macro-Regional Markets,2,1,,"NAKAMURA, Tamio",Level of Master,English,,50,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3371000101012025337100010133&pLng=en,2025
Other,IP LL.M. Elective Courses,[Online] Realtime Streaming,30,,Copyright Law in Japan,2,1,,"KOMADA, Yasuto",Level of Master,English,,70,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001701012025336100170133&pLng=en,2025
Waseda,Required IP LL.M. Elective Courses,[On-campus],,,Copyright Dispute Settlement,2,1,100,"MAEDA, Tetsuo,UENO, Tatsuhiro,KAMIMURA, Tetsushi,NAKAGAWA, Tatsuya",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001401012025336100140133&pLng=en,2025
Waseda,Required IP LL.M. Elective Courses,[On-campus],10,,Patent Dispute Settlement,2,1,60,"TAKABE, Makiko,HATTORI, Makoto",Level of Master,Japanese,,30,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001301012025336100130133&pLng=en,2025
Waseda,IP LL.M. Elective Courses,[On-campus],,,"Trade Mark Law, Unfair Competition Prevention Act",2,1,100,"TAKABE, Makiko",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001202012025336100120233&pLng=en,2025
Waseda,Required IP LL.M. Elective Courses,[On-campus],30,"3-202(Center for Teaching,Learning, and Technology Active Learning)",Copyright Law,2,1,,"UENO, Tatsuhiro",Level of Master,Japanese,,70,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361000302012025336100030233&pLng=en,2025
Waseda,Required IP LL.M. Elective Courses,[On-campus],20,3-301,Patent Act,2,1,80,"SUZUKI, Masabumi,TATSUZAWA, Masaki",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001001012025336100100133&pLng=en,2025
Waseda,Required IP LL.M. Elective Courses,[On-campus],,,Copyright Law,2,1,100,"UENO, Tatsuhiro",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361001101012025336100110133&pLng=en,2025
Waseda,Required IP LL.M. Courses,[On-campus],100,,Intellectual Property Law for the LL.M. I,2,1,,"SUZUKI, Masabumi",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361000102012025336100010233&pLng=en,2025
Waseda,Required IP LL.M. Elective Courses,[On-campus],20,27-206,Intellectual Property Litigation Practices,2,1,,"TAKABE, Makiko",Level of Master,Japanese,,80,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': None, 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '1-2', 'start_time': 1, 'end_time': 2, 'note': None}], 'is_intensive': True}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361000301012025336100030133&pLng=en,2025
Waseda,Lecture,[On-campus] Hybrid (over 50% of classes on-campus),100,,Special Study on Russian Law: Lecture II,2,1,,"SHIBUYA, Kenjiro",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353003502012025335300350233&pLng=en,2025
Waseda,Required IP LL.M. Courses,[On-campus],,,Seminar on Thesis Methodology (Spring),2,1,,"UENO, Tatsuhiro",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361000010022025336100001033&pLng=en,2025
Waseda,Required IP LL.M. Courses,[On-campus],,,Seminar on Thesis Methodology (Fall),2,1,,"UENO, Tatsuhiro,SUZUKI, Masabumi,RADEMACHER, Christoph",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361000010012025336100001033&pLng=en,2025
Waseda,Required IP LL.M. Courses,[On-campus],100,"3-203(Center for Teaching,Learning, and Technology Active Learning)",Intellectual Property Law for the LL.M. II,2,1,,"UENO, Tatsuhiro",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3361000203012025336100020333&pLng=en,2025
Waseda,Lecture,[On-campus] Hybrid (over 50% of classes on-campus),100,8-617,Special Study on Russian Law: Lecture I,2,1,,"SHIBUYA, Kenjiro",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353003501012025335300350133&pLng=en,2025
Waseda,Lecture,[On-campus],,,Special Study on European Law II,2,1,,"NAKAMURA, Tamio",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353003402012025335300340233&pLng=en,2025
Waseda,Lecture,[On-campus],,8-613,Special Study on European Law I,2,1,,"NAKAMURA, Tamio",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353003401012025335300340133&pLng=en,2025
Waseda,Lecture,[On-campus],100,8-613,Comparative Research for Environmental Laws 1: Lecture,2,1,,"OTSUKA, Tadashi",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002902012025335300290233&pLng=en,2025
Waseda,Lecture,[On-campus],,8-606,Special Study on Chinese Law 2: Lecture I,2,1,,"WEN, Yuan Chun",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002611012025335300261133&pLng=en,2025
Waseda,Lecture,[On-campus],,,Special Study on Chinese Law 2: Lecture II,2,1,,"WEN, Yuan Chun",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002612012025335300261233&pLng=en,2025
Waseda,Lecture,[On-campus],40,,Special Study on Chinese Law 1: Lecture II,2,1,,"HU, Guanghui",Level of Master,Japanese,,60,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002603012025335300260333&pLng=en,2025
Waseda,Lecture,[On-campus],100,,German Law 2: Lecture II,2,1,,"SATO, Takuma",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002002012025335300200233&pLng=en,2025
Waseda,Lecture,[On-campus] Hybrid (over 50% of classes on-campus),100,,Special Study on French Law 2: Lecture II,2,1,,"OHASHI, Asaya",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002302012025335300230233&pLng=en,2025
Waseda,Lecture,[On-campus],,,European Legal History: Lecture II,2,1,,"MORIYA, Kenichi",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353001704012025335300170433&pLng=en,2025
Waseda,Lecture,[On-campus] Hybrid (over 50% of classes on-campus),100,8-614,Special Study on French Law 2: Lecture I,2,1,,"OHASHI, Asaya",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002301012025335300230133&pLng=en,2025
Waseda,Lecture,[On-campus],40,8-606,Special Study on Chinese Law 1: Lecture I,2,1,,"HU, Guanghui",Level of Master,Japanese,,60,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002602012025335300260233&pLng=en,2025
Waseda,Lecture,[On-campus],,8-614,European Legal History: Lecture I,2,1,,"MORIYA, Kenichi",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353001703012025335300170333&pLng=en,2025
Waseda,Lecture,[On-campus],50,8-604,German Law 2: Lecture I,2,1,,"SATO, Takuma",Level of Master,Japanese,,50,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353002001012025335300200133&pLng=en,2025
Waseda,Lecture,[On-campus],100,8-603,Special Study on Roman Law: Lecture I,2,1,0,"HARADA, Toshihiko",Level of Master,Japanese,0,0,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353001801012025335300180133&pLng=en,2025
Waseda,Lecture,[On-campus],100,,Special Study on Legal Philosophy and History of Legal Thought: Lecture II,2,1,,"KAKU, Shun",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353000412012025335300041233&pLng=en,2025
Waseda,Lecture,[On-campus],100,8-602,Special Study on Anglo-American Law 6: Lecture I,2,1,,"ABE, Keisuke",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353001655012025335300165533&pLng=en,2025
Waseda,Lecture,[On-campus],100,,Special Study on Roman Law: Lecture II,2,1,0,"HARADA, Toshihiko",Level of Master,Japanese,0,0,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353001802012025335300180233&pLng=en,2025
Waseda,Lecture,[On-campus],,,Special Study on Anglo-American Law 2: Lecture II,2,1,,"NAKAMURA, Tamio",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353001002012025335300100233&pLng=en,2025
Waseda,Lecture,[On-campus],,8-614,Special Study on Anglo-American Law 2: Lecture I,2,1,,"NAKAMURA, Tamio",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353001001012025335300100133&pLng=en,2025
Waseda,Lecture,[On-campus],100,8-603,Special Study on Legal Philosophy and History of Legal Thought: Lecture I,2,1,,"KAKU, Shun",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353000402012025335300040233&pLng=en,2025
Waseda,Lecture,[On-campus],100,,Special Study on Sociology of Law: Lecture II,2,1,,"TAKAMURA, Gakuto",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353000312012025335300031233&pLng=en,2025
Waseda,Lecture,[On-campus],100,8-618,Special Study on Sociology of Law: Lecture I,2,1,,"TAKAMURA, Gakuto",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3353000311012025335300031133&pLng=en,2025
Waseda,Lecture,[On-campus],100,,Study on Safety at Sea,2,1,,"Sago, Teruyuki",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352002601012025335200260133&pLng=en,2025
Waseda,Lecture,[On-campus],70,,Study on Environmental Policy 2: Lecture,2,1,,"MORIMOTO, Hideka",Level of Master,Japanese,,30,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352002202012025335200220233&pLng=en,2025
Waseda,Lecture,[On-campus],70,,Taxation: Lecture II,2,1,,"NISHIYAMA, Yumi",Level of Master,Japanese,30,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352001802012025335200180233&pLng=en,2025
Waseda,Lecture,[On-campus],70,8-613,International Environmental Law: Lecture,2,1,0,"KAWANO, Mariko",Level of Master,Japanese,0,30,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352002003012025335200200333&pLng=en,2025
Waseda,Lecture,[On-campus],70,8-613,Taxation: Lecture I,2,1,,"NISHIYAMA, Yumi",Level of Master,Japanese,30,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352001801012025335200180133&pLng=en,2025
Waseda,Lecture,[On-campus],100,8-417,Special Study on International Law 5: Lecture,2,1,,"NAKAMURA, Kimitake",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352001552012025335200155233&pLng=en,2025
Waseda,Lecture,[On-campus],,8-613,Special Study on International Law 2: Lecture I,2,1,,"BANZAI, Hiroyuki",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352001400012025335200140033&pLng=en,2025
Waseda,Lecture,[On-campus],,,Special Study on International Law 2: Lecture II,2,1,,"BANZAI, Hiroyuki",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352001401012025335200140133&pLng=en,2025
Waseda,Lecture,[On-campus],40,8-614,Special Study on International Law 3: Lecture,2,1,,"MATSUI, Hiroki",Level of Master,Japanese,,60,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352001402012025335200140233&pLng=en,2025
Waseda,Lecture,[On-campus],100,,Special Study on International Law 4: Lecture II,2,1,,"MAYAMA, Akira",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Fall', 'session': None, 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': True}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3352001503012025335200150333&pLng=en,2025
